Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:MLM,"Metallica Minerals Limited (ASX:MLM)",https://www.listcorp.com/asx/mlm/metallica-minerals-limited,"	21118300",0.022,0.00,0,Materials
ASX:XMET,"BetaShares Energy Transition Metals ETF (ASX:XMET)",https://www.listcorp.com/asx/xmet/betashares-energy-transition-metals-etf,"	21086400",7.12,-0.15,-2.06,Financials
ASX:BTN,"Butn Limited (ASX:BTN)",https://www.listcorp.com/asx/btn/butn-limited,"	21047100",0.115,0.00,0,Financials
ASX:STN,"Saturn Metals Limited (ASX:STN)",https://www.listcorp.com/asx/stn/saturn-metals-limited,"	21000000",0.13,0.00,0,Materials
ASX:BXN,"Bioxyne Limited (ASX:BXN)",https://www.listcorp.com/asx/bxn/bioxyne-limited,"	20918100",0.011,0.00,0,"Consumer Staples"
ASX:GW1,"Greenwing Resources Ltd (ASX:GW1)",https://www.listcorp.com/asx/gw1/greenwing-resources-ltd,"	20910200",0.13,0.01,8.33,Materials
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	20874500",0.031,0.00,10.71,"Information Technology"
ASX:VMC,"Venus Metals Corporation Limited (ASX:VMC)",https://www.listcorp.com/asx/vmc/venus-metals,"	20870200",0.11,0.00,0,Materials
ASX:SKS,"SKS Technologies Group Limited (ASX:SKS)",https://www.listcorp.com/asx/sks/sks-technologies-group-limited,"	20849700",0.19,0.00,0,Industrials
ASX:RRR,"Revolver Resources Holdings Ltd (ASX:RRR)",https://www.listcorp.com/asx/rrr/revolver-resources-holdings,"	20793100",0.095,0.01,11.76,Materials
ASX:OJC,"The Original Juice Co. Limited (ASX:OJC)",https://www.listcorp.com/asx/ojc/the-original-juice-co-limited,"	20790200",0.085,0.00,0,"Consumer Staples"
ASX:BKG,"Booktopia Group Limited (ASX:BKG)",https://www.listcorp.com/asx/bkg/booktopia-group-limited,"	20766700",0.088,-0.00,-3.3,"Consumer Discretionary"
ASX:CXZ,"Connexion Telematics Ltd (ASX:CXZ)",https://www.listcorp.com/asx/cxz/connexion-telematics-ltd,"	20727200",0.021,-0.00,-4.55,"Information Technology"
ASX:ECP,"ECP Emerging Growth Limited (ASX:ECP)",https://www.listcorp.com/asx/ecp/ecp-emerging-growth-limited,"	20723200",1.185,0.06,4.87,Financials
ASX:CSE,"Copper Strike Limited (ASX:CSE)",https://www.listcorp.com/asx/cse/copper-strike,"	20705600",0.155,0.00,0,Materials
ASX:SHP,"South Harz Potash Ltd (ASX:SHP)",https://www.listcorp.com/asx/shp/south-harz-potash-ltd,"	20691700",0.029,0.00,0,Materials
ASX:INV,"InvestSMART Group Limited (ASX:INV)",https://www.listcorp.com/asx/inv/investsmart-group-limited,"	20664500",0.145,0.00,0,Financials
ASX:MLS,"Metals Australia Limited (ASX:MLS)",https://www.listcorp.com/asx/mls/metals-australia-limited,"	20593200",0.036,0.00,9.09,Materials
ASX:MOZ,"Mosaic Brands Limited (ASX:MOZ)",https://www.listcorp.com/asx/moz/mosaic-brands-limited,"	20528200",0.12,0.01,4.35,"Consumer Discretionary"
ASX:AYI,"A1 Investments & Resources (ASX:AYI)",https://www.listcorp.com/asx/ayi/a1-investments-and-resources,"	20527400",0.001,0.00,0,Financials
ASX:AMO,"Ambertech Limited (ASX:AMO)",https://www.listcorp.com/asx/amo/ambertech,"	20513900",0.21,-0.01,-4.55,"Information Technology"
ASX:TMS,"Tennant Minerals Limited (ASX:TMS)",https://www.listcorp.com/asx/tms/tennant-minerals-limited,"	20504700",0.026,-0.00,-3.7,Materials
ASX:REE,"RareX Limited (ASX:REE)",https://www.listcorp.com/asx/ree/rarex-limited,"	20501600",0.031,0.00,3.33,Materials
ASX:IDT,"IDT Australia Limited (ASX:IDT)",https://www.listcorp.com/asx/idt/idt-australia-limited,"	20385800",0.056,-0.00,-3.45,"Health Care"
ASX:BIO,"Biome Australia Limited (ASX:BIO)",https://www.listcorp.com/asx/bio/biome-australia-limited,"	20376700",0.14,0.02,12,"Consumer Staples"
ASX:MAN,"Mandrake Resources Limited (ASX:MAN)",https://www.listcorp.com/asx/man/mandrake-resources-limited,"	20357800",0.034,0.00,0,Materials
ASX:SBW,"Shekel Brainweigh Limited (ASX:SBW)",https://www.listcorp.com/asx/sbw/shekel-brainweigh,"	20328600",0.1,0.00,0,"Information Technology"
ASX:GLL,"Galilee Energy Limited (ASX:GLL)",https://www.listcorp.com/asx/gll/galilee-energy-limited,"	20312200",0.06,0.00,0,Energy
ASX:RMI,"Resource Mining Corporation Limited (ASX:RMI)",https://www.listcorp.com/asx/rmi/resource-mining-corporation-limited,"	20244500",0.036,0.00,0,Materials
ASX:ADR,"Adherium Limited (ASX:ADR)",https://www.listcorp.com/asx/adr/adherium-limited,"	19997600",0.004,0.00,0,"Health Care"
ASX:JAL,"Jameson Resources Limited (ASX:JAL)",https://www.listcorp.com/asx/jal/jameson-resources-limited,"	19967100",0.051,0.00,0,Materials
ASX:VBC,"Verbrec Limited (ASX:VBC)",https://www.listcorp.com/asx/vbc/verbrec-limited,"	19932900",0.09,0.00,0,Industrials
ASX:UNT,"Unith Ltd (ASX:UNT)",https://www.listcorp.com/asx/unt/unith-ltd,"	19793700",0.021,-0.00,-4.55,"Communication Services"
ASX:WMG,"Western Mines Group Ltd (ASX:WMG)",https://www.listcorp.com/asx/wmg/western-mines-group-ltd,"	19704100",0.315,0.00,0,Materials
ASX:GSN,"Great Southern Mining Limited (ASX:GSN)",https://www.listcorp.com/asx/gsn/great-southern-mining-limited,"	19620500",0.023,-0.00,-11.54,Materials
ASX:YBR,"Yellow Brick Road Holdings Limited (ASX:YBR)",https://www.listcorp.com/asx/ybr/yellow-brick-road-holdings-limited,"	19582900",0.057,-0.00,-5,Financials
ASX:PNN,"Power Minerals Limited (ASX:PNN)",https://www.listcorp.com/asx/pnn/power-minerals-limited,"	19530500",0.245,0.00,0,Materials
ASX:ASP,"Aspermont Limited (ASX:ASP)",https://www.listcorp.com/asx/asp/aspermont-limited,"	19510100",0.008,0.00,0,"Communication Services"
ASX:VMS,"Venture Minerals Limited (ASX:VMS)",https://www.listcorp.com/asx/vms/venture-minerals,"	19500100",0.009,-0.00,-10,Materials
ASX:SCN,"Scorpion Minerals Limited (ASX:SCN)",https://www.listcorp.com/asx/scn/scorpion-minerals-limited,"	19415500",0.055,-0.00,-1.79,Materials
ASX:CDX,"CardieX Limited (ASX:CDX)",https://www.listcorp.com/asx/cdx/cardiex-limited,"	19397300",0.135,0.00,0,"Health Care"
ASX:SKY,"Sky Metals Limited (ASX:SKY)",https://www.listcorp.com/asx/sky/sky-metals-limited,"	19378700",0.042,0.00,0,Materials
ASX:QHL,"Quickstep Holdings Limited (ASX:QHL)",https://www.listcorp.com/asx/qhl/quickstep-holdings-limited,"	19366100",0.26,-0.01,-3.7,Industrials
ASX:XRG,"xReality Group Limited (ASX:XRG)",https://www.listcorp.com/asx/xrg/xreality-group-limited,"	19350500",0.044,0.00,2.33,"Consumer Discretionary"
ASX:TOR,"Torque Metals Limited (ASX:TOR)",https://www.listcorp.com/asx/tor/torque-metals-limited,"	19300000",0.15,-0.01,-6.25,Materials
ASX:CF1,"Complii Fintech Solutions Ltd (ASX:CF1)",https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,"	19299900",0.034,0.00,0,"Information Technology"
ASX:SPN,"Sparc Technologies Limited (ASX:SPN)",https://www.listcorp.com/asx/spn/sparc-technologies-limited,"	19270300",0.23,0.00,2.22,Materials
ASX:ME1,"Melodiol Global Health Limited (ASX:ME1)",https://www.listcorp.com/asx/me1/melodiol-global-health-limited,"	19267800",0.0065,0.00,8.33,"Health Care"
ASX:VBS,"Vectus Biosystems Limited (ASX:VBS)",https://www.listcorp.com/asx/vbs/vectus-biosystems-limited,"	19148200",0.36,0.00,0,"Health Care"
ASX:HNR,"Hannans Ltd (ASX:HNR)",https://www.listcorp.com/asx/hnr/hannans-ltd,"	19072200",0.007,0.00,0,Materials
ASX:5GG,"Pentanet Limited (ASX:5GG)",https://www.listcorp.com/asx/5gg/pentanet-limited,"	19060100",0.053,0.00,3.92,"Communication Services"
ASX:AEV,"Avenira Limited (ASX:AEV)",https://www.listcorp.com/asx/aev/avenira-limited,"	19030100",0.011,0.00,0,Materials
ASX:BMR,"Ballymore Resources Limited (ASX:BMR)",https://www.listcorp.com/asx/bmr/ballymore-resources-limited,"	19005600",0.13,0.00,0,Materials
ASX:TSO,"Tesoro Gold Limited (ASX:TSO)",https://www.listcorp.com/asx/tso/tesoro-gold-limited,"	18965000",0.015,-0.00,-16.67,Materials
ASX:FND,"Findi Limited (ASX:FND)",https://www.listcorp.com/asx/fnd/findi-limited,"	18958500",0.51,-0.01,-1.92,"Information Technology"
ASX:RIM,"Rimfire Pacific Mining Limited (ASX:RIM)",https://www.listcorp.com/asx/rim/rimfire-pacific-mining-limited,"	18947200",0.008,-0.00,-11.11,Materials
ASX:PBL,"Parabellum Resources Limited (ASX:PBL)",https://www.listcorp.com/asx/pbl/parabellum-resources-limited,"	18879300",0.345,0.00,0,Materials
ASX:PGO,"Pacgold Limited (ASX:PGO)",https://www.listcorp.com/asx/pgo/pacgold-limited,"	18843900",0.235,0.01,4.44,Materials
ASX:SPT,"Splitit Payments Ltd (ASX:SPT)",https://www.listcorp.com/asx/spt/splitit-payments-ltd,"	18811700",0.032,-0.00,-5.88,Financials
ASX:OEC,"Orbital Corporation Limited (ASX:OEC)",https://www.listcorp.com/asx/oec/orbital-corporation,"	18719600",0.14,0.00,3.7,Industrials
ASX:BM8,"Battery Age Minerals Limited (ASX:BM8)",https://www.listcorp.com/asx/bm8/battery-age-minerals-limited,"	18718700",0.21,0.00,0,Materials
ASX:WOA,"Wide Open Agriculture Ltd (ASX:WOA)",https://www.listcorp.com/asx/woa/wide-open-agriculture-ltd,"	18626600",0.145,0.02,11.54,"Consumer Staples"
ASX:MPP,"Metro Performance Glass (ASX:MPP)",https://www.listcorp.com/asx/mpp/metro-performance-glass,"	18537800",0.1,0.00,0,Industrials
ASX:MGU,"Magnum Mining & Exploration Limited (ASX:MGU)",https://www.listcorp.com/asx/mgu/magnum-mining-and-exploration-limited,"	18488800",0.023,0.00,0,Materials
ASX:CETF,"VanEck FTSE China A50 ETF (ASX:CETF)",https://www.listcorp.com/asx/cetf/vaneck-ftse-china-a50-etf,"	18460600",49.97,-0.19,-0.38,Financials
ASX:MTL,"Mantle Minerals Limited (ASX:MTL)",https://www.listcorp.com/asx/mtl/mantle-minerals-limited,"	18442300",0.003,0.00,0,Materials
ASX:WEMG,"SPDR S&P Emerging Markets Carbon Control Fund (ASX:WEMG)",https://www.listcorp.com/asx/wemg/spdr-s-and-p-emerging-markets-carbon-control-fund,"	18409400",20.95,-0.10,-0.48,Financials
ASX:CMD,"Cassius Mining Limited (ASX:CMD)",https://www.listcorp.com/asx/cmd/cassius-mining-limited,"	18378900",0.035,-0.00,-5.41,Materials
ASX:1AE,"Aurora Energy Metals Limited (ASX:1AE)",https://www.listcorp.com/asx/1ae/aurora-energy-metals-limited,"	18308800",0.099,-0.02,-13.91,Materials
ASX:SLM,"Solis Minerals Limited (ASX:SLM)",https://www.listcorp.com/asx/slm/solis-minerals-limited,"	18262800",0.22,-0.01,-6.38,Materials
ASX:BUR,"Burley Minerals Ltd (ASX:BUR)",https://www.listcorp.com/asx/bur/burley-minerals-ltd,"	18233400",0.19,0.01,5.56,Materials
ASX:QML,"Qmines Limited (ASX:QML)",https://www.listcorp.com/asx/qml/qmines-limited,"	18227000",0.089,0.00,1.14,Materials
ASX:ABX,"ABx Group Limited (ASX:ABX)",https://www.listcorp.com/asx/abx/abx-group-limited,"	18175600",0.075,0.00,0,Materials
ASX:CLU,"Cluey Ltd (ASX:CLU)",https://www.listcorp.com/asx/clu/cluey-ltd,"	18145200",0.09,0.00,0,"Consumer Discretionary"
ASX:SPD,"Southern Palladium Limited (ASX:SPD)",https://www.listcorp.com/asx/spd/southern-palladium-limited,"	18092900",0.42,0.00,0,Materials
ASX:FRM,"Farm Pride Foods Ltd (ASX:FRM)",https://www.listcorp.com/asx/frm/farm-pride-foods-ltd,"	17982200",0.125,0.00,0,"Consumer Staples"
ASX:AJL,"AJ Lucas Group (ASX:AJL)",https://www.listcorp.com/asx/ajl/aj-lucas,"	17884500",0.0135,0.00,3.85,Industrials
ASX:VTM,"Victory Metals Limited (ASX:VTM)",https://www.listcorp.com/asx/vtm/victory-metals-limited,"	17797900",0.22,0.00,0,Materials
ASX:AGD,"Austral Gold Limited (ASX:AGD)",https://www.listcorp.com/asx/agd/austral-gold-limited,"	17757000",0.029,0.00,0,Materials
ASX:EQX,"Equatorial Resources Limited (ASX:EQX)",https://www.listcorp.com/asx/eqx/equatorial-resources-limited,"	17745100",0.135,0.00,0,Materials
ASX:ORM,"Orion Metals Limited (ASX:ORM)",https://www.listcorp.com/asx/orm/orion-metals-limited,"	17657300",0.03,0.00,0,Materials
ASX:AC8,"Auscann Group Holdings Limited (ASX:AC8)",https://www.listcorp.com/asx/ac8/auscann-group-holdings,"	17621900",0.04,0.00,0,"Health Care"
ASX:ODY,"Odyssey Gold Limited (ASX:ODY)",https://www.listcorp.com/asx/ody/odyssey-gold-limited,"	17607400",0.028,0.01,21.74,Materials
ASX:MVOL,"iShares Edge MSCI Australia Minimum Volatility ETF (ASX:MVOL)",https://www.listcorp.com/asx/mvol/ishares-edge-msci-australia-minimum-volatility-etf,"	17591400",28.5,-0.17,-0.59,Financials
ASX:XTC,"Xantippe Resources Limited (ASX:XTC)",https://www.listcorp.com/asx/xtc/xantippe-resources-limited,"	17528000",0.001,0.00,0,Materials
ASX:WRM,"White Rock Minerals Ltd (ASX:WRM)",https://www.listcorp.com/asx/wrm/white-rock-minerals,"	17508200",0.063,0.00,0,Materials
ASX:RVS,"Revasum Inc. (ASX:RVS)",https://www.listcorp.com/asx/rvs/revasum-inc,"	17476200",0.165,0.00,0,"Information Technology"
ASX:AAU,"Antilles Gold Limited (ASX:AAU)",https://www.listcorp.com/asx/aau/antilles-gold-limited,"	17444000",0.022,0.00,0,Materials
ASX:JAY,"Jayride Group Limited (ASX:JAY)",https://www.listcorp.com/asx/jay/jayride-group-limited,"	17412700",0.083,0.00,0,Industrials
ASX:MRR,"Minrex Resources Limited (ASX:MRR)",https://www.listcorp.com/asx/mrr/minrex-resources-limited,"	17357900",0.016,0.00,0,Materials
ASX:FTZ,"Fertoz Ltd (ASX:FTZ)",https://www.listcorp.com/asx/ftz/fertoz,"	17274900",0.067,0.00,0,Materials
ASX:CGR,"CGN Resources Limited (ASX:CGR)",https://www.listcorp.com/asx/cgr/cgn-resources-limited,"	17247900",0.185,-0.00,-2.63,Materials
ASX:ODM,"Odin Metals Limited (ASX:ODM)",https://www.listcorp.com/asx/odm/odin-metals-limited,"	17229800",0.023,0.00,0,Materials
ASX:VIG,"Victor Group (ASX:VIG)",https://www.listcorp.com/asx/vig/victor-group,"	17166800",0.03,0.00,0,"Information Technology"
ASX:FL1,"First Lithium Limited (ASX:FL1)",https://www.listcorp.com/asx/fl1/first-lithium-limited,"	17162700",0.25,0.00,2.04,Materials
ASX:BCT,"Bluechiip Limited (ASX:BCT)",https://www.listcorp.com/asx/bct/bluechiip,"	17128100",0.02,-0.00,-16.67,"Information Technology"
ASX:MAG,"Magmatic Resources Limited (ASX:MAG)",https://www.listcorp.com/asx/mag/magmatic-resources-limited,"	17118800",0.063,0.01,12.5,Materials
ASX:LU7,"Lithium Universe Limited (ASX:LU7)",https://www.listcorp.com/asx/lu7/lithium-universe-limited,"	17095000",0.041,-0.00,-6.82,Materials
ASX:IMC,"Immuron Limited (ASX:IMC)",https://www.listcorp.com/asx/imc/immuron-limited,"	17084900",0.076,0.00,1.33,"Health Care"
ASX:ATH,"Alterity Therapeutics Limited (ASX:ATH)",https://www.listcorp.com/asx/ath/alterity-therapeutics-limited,"	17079300",0.007,0.00,0,"Health Care"
ASX:AL3,"AML3D Limited (ASX:AL3)",https://www.listcorp.com/asx/al3/aml3d-limited,"	17077600",0.072,-0.00,-0.69,Industrials
ASX:ABV,"Advanced Braking Technology Limited (ASX:ABV)",https://www.listcorp.com/asx/abv/advanced-braking-technology-limited,"	17076000",0.044,-0.00,-2.22,"Consumer Discretionary"
ASX:LLO,"Lion One Metals Limited (ASX:LLO)",https://www.listcorp.com/asx/llo/lion-one-metals,"	16921800",1.075,-0.11,-9.28,Materials
ASX:AXI,"Axiom Properties Limited (ASX:AXI)",https://www.listcorp.com/asx/axi/axiom-properties-limited,"	16875800",0.039,0.00,0,"Real Estate"
ASX:NGX,"NGX Limited (ASX:NGX)",https://www.listcorp.com/asx/ngx/ngx-limited,"	16763200",0.205,0.02,10.81,Materials
ASX:N1H,"N1 Holdings Limited (ASX:N1H)",https://www.listcorp.com/asx/n1h/n1-holdings-limited,"	16730600",0.19,0.00,0,Financials
ASX:EQN,"Equinox Resources Limited (ASX:EQN)",https://www.listcorp.com/asx/eqn/equinox-resources-limited,"	16712500",0.165,-0.01,-5.71,Materials
ASX:REC,"Recharge Metals Limited (ASX:REC)",https://www.listcorp.com/asx/rec/recharge-metals-limited,"	16702800",0.14,-0.01,-6.67,Materials
ASX:BIR,"BIR Financial Limited (ASX:BIR)",https://www.listcorp.com/asx/bir/bir-financial-limited,"	16675900",0.055,0.00,0,Financials
ASX:NOR,"Norwood Systems Limited (ASX:NOR)",https://www.listcorp.com/asx/nor/norwood-systems-limited,"	16581300",0.039,-0.00,-2.5,"Information Technology"
ASX:FLX,"Felix Group Holdings Ltd (ASX:FLX)",https://www.listcorp.com/asx/flx/felix-group-holdings-ltd,"	16564500",0.081,0.00,0,"Information Technology"
ASX:SUH,"Southern Hemisphere Mining Limited (ASX:SUH)",https://www.listcorp.com/asx/suh/southern-hemisphere-mining-limited,"	16534200",0.028,0.00,0,Materials
ASX:AQN,"Aquirian Limited (ASX:AQN)",https://www.listcorp.com/asx/aqn/aquirian-limited,"	16515200",0.205,0.00,0,Industrials
ASX:CUS,"Copper Search Limited (ASX:CUS)",https://www.listcorp.com/asx/cus/copper-search-limited,"	16481600",0.2,0.00,0,Materials
ASX:PAB,"Patrys Limited (ASX:PAB)",https://www.listcorp.com/asx/pab/patrys-limited,"	16459600",0.007,-0.00,-12.5,"Health Care"
ASX:GTR,"GTI Energy Ltd (ASX:GTR)",https://www.listcorp.com/asx/gtr/gti-energy-ltd,"	16359600",0.008,0.00,0,Materials
ASX:EVZ,"EVZ Limited (ASX:EVZ)",https://www.listcorp.com/asx/evz/evz-limited,"	16347400",0.135,0.00,0,Industrials
ASX:PNX,"PNX Metals Limited (ASX:PNX)",https://www.listcorp.com/asx/pnx/pnx-metals-limited,"	16141900",0.003,0.00,0,Materials
ASX:KZR,"Kalamazoo Resources Limited (ASX:KZR)",https://www.listcorp.com/asx/kzr/kalamazoo-resources-limited,"	16110500",0.093,-0.00,-2.11,Materials
ASX:ATX,"Amplia Therapeutics Limited (ASX:ATX)",https://www.listcorp.com/asx/atx/amplia-therapeutics-limited,"	16102500",0.082,-0.00,-1.2,"Health Care"
ASX:ASE,"Astute Metals NL (ASX:ASE)",https://www.listcorp.com/asx/ase/astute-metals-nl,"	16010300",0.039,0.00,0,Materials
ASX:BCC,"Beam Communications Holdings Limited (ASX:BCC)",https://www.listcorp.com/asx/bcc/beam-communications-holdings-limited,"	15988100",0.18,-0.00,-2.7,"Information Technology"
ASX:SHN,"Sunshine Metals Limited (ASX:SHN)",https://www.listcorp.com/asx/shn/sunshine-metals-limited,"	15912100",0.0135,0.00,3.85,Materials
ASX:AGH,"Althea Group Holdings Limited (ASX:AGH)",https://www.listcorp.com/asx/agh/althea-group-holdings-limited,"	15841800",0.04,0.00,0,"Health Care"
ASX:MAAT,"Monash Absolute Active Trust (Hedge Fund) (ASX:MAAT)",https://www.listcorp.com/asx/maat/monash-absolute-active-trust,"	15834900",0.775,0.00,0,Unclassified
ASX:RPM,"RPM Automotive Group Limited (ASX:RPM)",https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,"	15831300",0.073,-0.01,-9.88,"Consumer Discretionary"
ASX:OSL,"Oncosil Medical Ltd (ASX:OSL)",https://www.listcorp.com/asx/osl/oncosil-medical,"	15806700",0.009,0.00,12.5,"Health Care"
ASX:AON,"Apollo Minerals Limited (ASX:AON)",https://www.listcorp.com/asx/aon/apollo-minerals-limited,"	15797500",0.03,0.00,0,Materials
ASX:BBX,"BBX Minerals Limited (ASX:BBX)",https://www.listcorp.com/asx/bbx/bbx-minerals-limited,"	15756300",0.024,-0.00,-4,Materials
ASX:VMIN,"Vanguard Global Minimum Volatility Active ETF (Managed Fund) (ASX:VMIN)",https://www.listcorp.com/asx/vmin/vanguard-global-minimum-volatility-active-etf-managed-fund,"	15687100",51.6,-0.21,-0.41,Financials
ASX:IBX,"Imagion Biosystems Limited (ASX:IBX)",https://www.listcorp.com/asx/ibx/imagion-biosystems-limited,"	15669200",0.012,0.00,0,"Health Care"
ASX:LCE,"London City Equities (ASX:LCE)",https://www.listcorp.com/asx/lce/london-city-equities,"	15652100",0.5,0.00,0,Financials
ASX:PET,"Phoslock Environmental Technologies Limited (ASX:PET)",https://www.listcorp.com/asx/pet/phoslock-environmental-technologies-limited,"	15609800",0.025,0.00,0,Industrials
ASX:ICL,"Iceni Gold Limited (ASX:ICL)",https://www.listcorp.com/asx/icl/iceni-gold-limited,"	15590700",0.065,0.00,0,Materials
ASX:MRD,"Mount Ridley Mines Limited (ASX:MRD)",https://www.listcorp.com/asx/mrd/mount-ridley-mines-limited,"	15569800",0.002,0.00,0,Materials
ASX:GRE,"Greentech Metals Limited (ASX:GRE)",https://www.listcorp.com/asx/gre/greentech-metals-limited,"	15563800",0.275,0.00,0,Materials
ASX:NXM,"Nexus Minerals Limited (ASX:NXM)",https://www.listcorp.com/asx/nxm/nexus-minerals-limited,"	15562400",0.04,0.00,0,Materials
ASX:KAM,"K2 Asset Management Holdings Ltd (ASX:KAM)",https://www.listcorp.com/asx/kam/k2-asset-management-holdings-ltd,"	15550000",0.068,0.00,5.43,Financials
ASX:8CO,"8common Limited (ASX:8CO)",https://www.listcorp.com/asx/8co/8common-limited,"	15462500",0.069,0.00,0,"Information Technology"
ASX:TKM,"Trek Metals Limited (ASX:TKM)",https://www.listcorp.com/asx/tkm/trek-metals-limited,"	15426800",0.039,0.01,25.81,Materials
ASX:TDO,"3D Oil Limited (ASX:TDO)",https://www.listcorp.com/asx/tdo/3d-oil-limited,"	15391700",0.058,0.00,0,Energy
ASX:AS2,"Askari Metals Limited (ASX:AS2)",https://www.listcorp.com/asx/as2/askari-metals-limited,"	15360000",0.19,-0.01,-5,Materials
ASX:RXH,"Rewardle Holdings Limited (ASX:RXH)",https://www.listcorp.com/asx/rxh/rewardle-holdings-limited,"	15263300",0.029,0.00,0,"Communication Services"
ASX:BTC,"BTC health Limited (ASX:BTC)",https://www.listcorp.com/asx/btc/btc-health-limited,"	15233800",0.047,0.00,0,Financials
ASX:SGI,"Stealth Global Holdings Limited (ASX:SGI)",https://www.listcorp.com/asx/sgi/stealth-global-holdings-limited,"	15142600",0.16,0.01,6.67,Industrials
ASX:MDC,"Medlab Clinical Limited (ASX:MDC)",https://www.listcorp.com/asx/mdc/medlab-clinical-limited,"	15071100",6.6,0.00,0,"Health Care"
ASX:ANX,"Anax Metals Limited (ASX:ANX)",https://www.listcorp.com/asx/anx/anax-metals-limited,"	15046600",0.036,0.00,2.86,Materials
ASX:IXC,"Invex Therapeutics Limited (ASX:IXC)",https://www.listcorp.com/asx/ixc/invex-therapeutics-limited,"	15030800",0.21,0.01,5,"Health Care"
ASX:MMA,"Maronan Metals Limited (ASX:MMA)",https://www.listcorp.com/asx/mma/maronan-metals-limited,"	15001400",0.2,0.00,0,Materials
ASX:CI1,"Credit Intelligence Limited (ASX:CI1)",https://www.listcorp.com/asx/ci1/credit-intelligence-limited,"	14967700",0.18,0.01,5.88,Industrials
ASX:B4P,"Beforepay Group Limited (ASX:B4P)",https://www.listcorp.com/asx/b4p/beforepay-group-limited,"	14959200",0.46,0.04,8.24,Financials
ASX:CHM,"Chimeric Therapeutics Limited (ASX:CHM)",https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	14957700",0.037,0.01,32.14,"Health Care"
ASX:ALV,"Alvo Minerals Limited (ASX:ALV)",https://www.listcorp.com/asx/alv/alvo-minerals-limited,"	14900800",0.15,-0.01,-6.25,Materials
ASX:CUF,"CuFe Ltd (ASX:CUF)",https://www.listcorp.com/asx/cuf/cufe-ltd,"	14899500",0.013,0.00,0,Materials
ASX:PGD,"Peregrine Gold Limited (ASX:PGD)",https://www.listcorp.com/asx/pgd/peregrine-gold-limited,"	14887100",0.285,0.02,7.55,Materials
ASX:S66,"Star Combo Pharma (ASX:S66)",https://www.listcorp.com/asx/s66/star-combo-pharma,"	14859100",0.11,0.00,0,"Consumer Staples"
ASX:PHO,"PhosCo Ltd (ASX:PHO)",https://www.listcorp.com/asx/pho/phosco-ltd,"	14818300",0.054,0.00,0,Materials
ASX:HMD,"HeraMED Limited (ASX:HMD)",https://www.listcorp.com/asx/hmd/heramed-limited,"	14814300",0.053,0.00,0,"Health Care"
ASX:NUC,"Nuchev Limited (ASX:NUC)",https://www.listcorp.com/asx/nuc/nuchev-limited,"	14771300",0.175,0.00,0,"Consumer Staples"
ASX:MM1,"Midas Minerals Ltd (ASX:MM1)",https://www.listcorp.com/asx/mm1/midas-minerals-ltd,"	14713000",0.15,-0.02,-11.76,Materials
ASX:AT1,"Atomo Diagnostics Limited (ASX:AT1)",https://www.listcorp.com/asx/at1/atomo-diagnostics-limited,"	14701700",0.023,0.00,0,"Health Care"
ASX:MHC,"Manhattan Corporation Limited (ASX:MHC)",https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,"	14684900",0.006,0.00,20,Materials
ASX:EMC,"Everest Metals Corporation Ltd (ASX:EMC)",https://www.listcorp.com/asx/emc/everest-metals-corporation-ltd,"	14661100",0.105,-0.01,-4.55,Energy
ASX:FZR,"Fitzroy River Corporation Ltd (ASX:FZR)",https://www.listcorp.com/asx/fzr/fitzroy-river-corporation-ltd,"	14573800",0.12,-0.01,-11.11,Energy
ASX:LGM,"Legacy Minerals Holdings Limited (ASX:LGM)",https://www.listcorp.com/asx/lgm/legacy-minerals-holdings-limited,"	14562100",0.165,-0.01,-5.71,Materials
ASX:AJJ,"Asian American Medical Group Limited (ASX:AJJ)",https://www.listcorp.com/asx/ajj/asian-american-medical-group-limited,"	14536100",0.038,0.00,0,"Health Care"
ASX:BMH,"Baumart Holdings Limited (ASX:BMH)",https://www.listcorp.com/asx/bmh/baumart-holdings-limited,"	14474500",0.1,0.00,0,Industrials
ASX:WCN,"White Cliff Minerals Limited (ASX:WCN)",https://www.listcorp.com/asx/wcn/white-cliff-minerals-limited,"	14455700",0.012,0.00,4.35,Materials
ASX:WSI,"Weststar Industrial Limited (ASX:WSI)",https://www.listcorp.com/asx/wsi/weststar-industrial-limited,"	14399500",0.13,0.00,0,Materials
ASX:FPP,"Fat Prophets Global Property Fund (ASX:FPP)",https://www.listcorp.com/asx/fpp/fat-prophets-global-property-fund,"	14376800",0.635,0.00,0,Financials
ASX:PGM,"Platina Resources Limited (ASX:PGM)",https://www.listcorp.com/asx/pgm/platina-resources-limited,"	14333100",0.022,-0.00,-4.35,Materials
ASX:AUG,"Augustus Minerals Limited (ASX:AUG)",https://www.listcorp.com/asx/aug/augustus-minerals-limited,"	14283500",0.17,-0.01,-2.86,Materials
ASX:QFE,"QuickFee Limited (ASX:QFE)",https://www.listcorp.com/asx/qfe/quickfee-limited,"	14254400",0.052,0.00,0,Financials
